,L,R,F,M,C
20701,80,1,11,13560,0.8134129790000001
20702,17,73,8,15473,0.712817165
20703,70,537,12,12029,0.916900823
20704,64,19,7,14539,0.7585714290000001
20705,35,213,11,15009,0.734730495
20706,56,103,9,11548,0.954840665
20707,31,211,7,18100,0.60919337
20708,36,31,10,15108,0.729794811
20709,69,236,10,10612,1.038963438
20710,16,79,16,18427,0.59832854
20711,39,500,11,11782,0.9357494479999999
20712,34,46,12,19004,0.580085245
20713,13,94,5,10140,1.087142012
20714,61,140,13,20360,0.541349705
20715,24,30,16,16621,0.6631291739999999
20716,103,24,11,17499,0.629813704
20717,87,314,11,14432,0.763636364
20718,68,47,12,14858,0.741735092
20719,52,375,2,15199,0.72505099
20720,37,94,10,14602,0.754653472
20721,12,172,13,11919,0.9244936659999999
20722,49,29,11,15318,0.719350437
20723,93,11,14,13062,0.843571429
20724,57,624,2,15199,0.72494901
20725,38,697,2,15199,0.72494901
20726,94,30,9,17185,0.641152168
20727,12,69,14,14713,0.748756202
20728,27,121,18,12993,0.8478719309999999
20729,71,104,12,13897,0.792691948
20730,38,102,11,21109,0.521848501
20731,93,60,9,12539,0.878507058
20732,41,67,18,18276,0.602721602
20733,25,443,9,17703,0.622222222
20734,25,586,9,17703,0.622222222
20735,94,196,7,13769,0.8
20736,69,166,10,17466,0.630537616
20737,67,45,8,16438,0.669917265
20738,28,151,12,13966,0.788464127
20739,31,4,12,14392,0.765119511
20740,39,153,10,16576,0.664298383
20741,40,274,7,9646,1.141484553
20742,59,11,4,15336,0.7178912359999999
20743,49,85,15,16372,0.672454801
20744,99,169,17,18416,0.597796481
20745,55,385,2,24464,0.45
20746,22,513,6,15012,0.7333333329999999
20747,97,367,2,24464,0.45
20748,29,205,7,11351,0.969843186
20749,27,37,9,9341,1.1783513540000001
20750,113,117,11,11541,0.9536937870000001
20751,48,27,12,13033,0.8445146929999999
20752,47,105,11,17695,0.621958745
20753,31,379,3,20010,0.55
20754,37,5,15,16376,0.672040181
20755,12,299,3,7459,1.475397506
20756,14,89,13,14014,0.785284002
20757,40,385,10,13384,0.822175732
20758,86,330,8,15048,0.73125
20759,103,38,9,12531,0.878060809
20760,58,85,28,16240,0.6775
20761,30,1,6,18636,0.590392252
20762,19,252,10,13412,0.820343722
20763,35,20,6,11490,0.957476936
20764,55,112,8,16684,0.659393431
20765,56,289,10,14144,0.7778026020000001
20766,55,341,15,17801,0.6179989889999999
20767,35,73,13,22441,0.490204982
20768,72,120,11,12135,0.9064449940000001
20769,19,502,3,7333,1.5
20770,83,17,18,19919,0.55220493
20771,18,61,9,16357,0.672417314
20772,90,14,10,11866,0.9268026290000001
20773,55,2,11,20537,0.535485709
20774,114,256,15,16307,0.674364383
20775,22,395,2,15168,0.725
20776,34,379,2,15168,0.725
20777,17,118,14,13012,0.845101445
20778,32,71,11,10891,1.009668534
20779,50,32,11,19700,0.5581228429999999
20780,65,155,8,17309,0.6351684089999999
20781,53,184,5,21774,0.5048952879999999
20782,41,3,11,16319,0.673647895
20783,20,355,11,14167,0.7759652709999999
20784,31,16,13,15311,0.717976618
20785,52,112,12,14667,0.7494934209999999
20786,72,82,11,16642,0.6605125589999999
20787,29,223,5,15268,0.719904375
20788,33,128,10,14543,0.75576566
20789,77,119,13,12826,0.8568041479999999
20790,16,10,17,13679,0.8033723229999999
20791,16,219,7,20202,0.543960004
20792,29,27,14,15208,0.722498027
20793,93,83,6,14552,0.75503436
20794,14,77,17,13463,0.8160610559999999
20795,57,51,14,15825,0.6942426540000001
20796,27,119,11,16108,0.681995282
20797,101,62,18,15009,0.7319108529999999
20798,79,46,8,15048,0.73
20799,18,108,11,15952,0.688630266
20800,39,413,13,13695,0.802095655
20801,43,23,15,15285,0.718631338
20802,44,11,9,17483,0.628254876
20803,23,310,14,17766,0.618237082
20804,74,90,10,15879,0.691680207
20805,98,5,14,14977,0.7333271020000001
20806,36,108,12,18073,0.607697671
20807,24,61,7,16306,0.673512817
20808,43,535,4,12920,0.85
20809,57,589,5,16150,0.68
20810,30,217,10,17795,0.6171166060000001
20811,111,13,14,15230,0.72102889
20812,25,12,18,14471,0.7587858479999999
20813,57,192,13,18346,0.5984487079999999
20814,25,70,12,22768,0.48218376700000004
20815,37,17,11,14232,0.771354694
20816,40,462,16,15075,0.7281724709999999
20817,26,11,10,16853,0.651342788
20818,14,192,20,27290,0.402223525
20819,33,14,15,18767,0.584833484
20820,19,583,5,8133,1.349440551
20821,12,60,7,8905,1.2324289720000001
20822,87,166,11,14094,0.778673904
20823,64,2,12,20507,0.535149461
20824,22,112,11,15110,0.726283256
20825,26,82,13,14682,0.747437679
20826,19,324,10,21560,0.508882189
20827,23,458,17,11730,0.935294118
20828,39,167,15,19659,0.558037031
20829,46,144,6,11150,0.9838565020000001
20830,25,79,10,16650,0.6588318320000001
20831,26,37,15,19849,0.55259862
20832,32,186,13,15207,0.721275071
20833,26,7,6,12899,0.85012249
20834,18,97,16,18998,0.577191283
20835,60,10,16,22464,0.48812767100000004
20836,85,7,9,15109,0.725738964
20837,15,15,6,13722,0.7990781229999999
20838,37,55,8,15844,0.6919357490000001
20839,32,6,8,23768,0.46125
20840,52,249,14,11790,0.929802375
20841,24,223,12,17075,0.641975403
20842,25,518,10,15783,0.694506748
20843,17,57,12,14290,0.767038488
20844,110,1,15,18351,0.597270993
20845,22,362,6,9433,1.161825506
20846,30,107,11,15238,0.7191560570000001
20847,91,36,8,11741,0.933340431
20848,78,144,12,14196,0.7718991270000001
20849,83,44,9,18840,0.581514862
20850,13,6,18,13564,0.8076408140000001
20851,35,19,8,20554,0.532930816
20852,30,204,6,11831,0.9258448140000001
20853,29,58,12,18141,0.603758889
20854,44,27,9,14813,0.7393944509999999
20855,101,33,9,9208,1.189471112
20856,57,193,6,8565,1.278758903
20857,54,154,6,12454,0.879362454
20858,42,89,10,12727,0.8604934390000001
20859,19,255,9,14201,0.771075981
20860,44,85,2,15208,0.72
20861,86,113,2,15208,0.72
20862,73,122,5,13592,0.805580489
20863,62,129,18,17736,0.617337055
20864,19,69,7,14298,0.7657280740000001
20865,28,154,7,14791,0.740202826
20866,44,191,10,15910,0.6881389059999999
20867,66,165,8,11200,0.9775
20868,69,68,8,14360,0.762376045
20869,21,613,3,10947,1.0
20870,47,124,9,12469,0.8778915709999999
20871,50,3,11,16115,0.679260937
20872,75,201,8,16616,0.65875
20873,86,289,9,12728,0.859970145
20874,24,193,12,17599,0.621944997
20875,46,68,11,16214,0.6749216729999999
20876,49,1,18,16865,0.648859176
20877,61,27,13,18335,0.59683447
20878,94,277,2,10822,1.011164295
20879,34,3,14,15468,0.70744828
20880,81,344,4,7923,1.38091632
20881,111,123,7,9374,1.167121826
20882,20,26,9,14245,0.767978238
20883,90,1,9,13325,0.820871295
20884,29,36,13,15220,0.71859724
20885,25,116,13,15554,0.7030783079999999
20886,27,9,11,15732,0.69510806
20887,84,1,12,17549,0.6231169870000001
20888,13,7,7,20696,0.528343641
20889,85,75,9,18503,0.59094255
20890,86,131,15,15757,0.693912547
20891,77,172,9,12047,0.907502283
20892,98,111,12,16517,0.661881092
20893,30,14,13,16463,0.664010812
20894,14,105,13,15450,0.707535275
20895,90,194,6,13568,0.805660377
20896,43,200,14,15946,0.6854402359999999
20897,29,56,11,12253,0.89193014
20898,48,192,17,12632,0.8650839140000001
20899,15,35,8,10505,1.040202761
20900,22,110,19,23144,0.472125821
20901,109,10,13,17620,0.620115778
20902,23,25,10,13712,0.796829784
20903,50,214,10,15408,0.709096573
20904,33,21,13,18050,0.605303601
20905,47,186,15,13077,0.8354530859999999
20906,97,20,11,17957,0.608394498
20907,22,115,9,14598,0.748335388
20908,18,27,12,19187,0.569277115
20909,15,41,10,15189,0.719115807
20910,73,345,8,12157,0.8984576790000001
20911,55,24,14,18537,0.58921832
20912,77,252,7,18452,0.591908736
20913,95,2,15,18245,0.598479035
20914,76,34,6,14592,0.7482449290000001
20915,32,124,16,21902,0.498507899
20916,12,348,4,16116,0.67746339
20917,52,400,11,14434,0.7562387420000001
20918,87,83,10,17430,0.626188755
20919,71,81,18,17104,0.6380694570000001
20920,20,500,6,13932,0.783333333
20921,91,133,7,17917,0.609094156
20922,82,626,6,9348,1.1673352590000001
20923,63,223,12,16560,0.658941425
20924,21,620,3,15012,0.726851852
20925,36,160,10,13695,0.796743337
20926,54,40,8,15090,0.7230550029999999
20927,40,11,13,15157,0.7198370390000001
20928,19,78,10,17484,0.624027682
20929,63,138,12,20017,0.545056702
20930,24,72,16,20656,0.528125
20931,52,15,11,13868,0.786594318
20932,32,132,11,14644,0.74488596
20933,73,359,14,20154,0.5412225860000001
20934,99,115,5,7395,1.474989858
20935,23,97,9,16274,0.670240875
20936,23,243,8,13184,0.8272716929999999
20937,29,118,17,21047,0.5181935670000001
20938,24,109,14,15926,0.684722466
20939,106,41,5,13698,0.795989926
20940,39,132,15,16906,0.644940258
20941,48,43,5,14169,0.769519373
20942,66,49,15,16107,0.6769224559999999
20943,43,25,6,7778,1.40178452
20944,79,146,9,13933,0.782486184
20945,40,20,12,13809,0.789503223
20946,57,140,8,15869,0.687003592
20947,61,11,11,16813,0.648425028
20948,49,128,4,10688,1.02
20949,81,17,10,12867,0.8472153570000001
20950,52,76,15,16361,0.666263065
20951,12,12,13,12687,0.859195239
20952,84,77,12,14727,0.74015346
20953,24,671,3,19904,0.547638666
20954,15,30,5,17890,0.609268865
20955,32,177,11,15449,0.705524629
20956,97,115,7,12368,0.8812241270000001
20957,93,5,13,16248,0.670787789
20958,43,369,10,14188,0.76814914
20959,16,135,7,16175,0.67374034
20960,28,306,17,15791,0.690079792
20961,31,14,13,12270,0.888025265
20962,15,13,13,15283,0.712938559
20963,73,544,6,17134,0.63591689
20964,19,6,20,15505,0.702719768
20965,12,12,11,13500,0.80708
20966,19,41,12,13463,0.8092913909999999
20967,83,88,14,18584,0.5862338570000001
20968,66,172,12,17791,0.61232983
20969,36,166,4,11172,0.975
20970,32,382,14,18613,0.585147478
20971,24,267,12,17263,0.630893819
20972,38,38,9,22855,0.476473419
20973,15,72,14,16593,0.6562809620000001
20974,82,47,11,16290,0.668441989
20975,26,33,13,18099,0.601622742
20976,59,21,16,13196,0.825137163
20977,39,71,9,16493,0.660147335
20978,40,43,13,18187,0.598657833
20979,25,40,7,19155,0.5683936310000001
20980,84,27,11,19485,0.558762125
20981,90,14,10,15093,0.721339031
20982,31,24,2,15318,0.710738347
20983,36,95,13,12283,0.886346984
20984,70,133,19,11240,0.968507117
20985,43,262,12,15574,0.698975215
20986,18,96,11,18035,0.603592459
20987,97,142,12,13338,0.816116359
20988,27,256,4,12920,0.8425
20989,32,153,14,15414,0.706163877
20990,41,707,2,13606,0.8
20991,34,421,11,14006,0.77711695
20992,36,5,22,19690,0.552772981
20993,71,101,13,18971,0.573721997
20994,14,31,12,28310,0.384434829
20995,15,194,8,9353,1.163533626
20996,76,81,16,17350,0.627227666
20997,37,62,8,13478,0.807406143
20998,71,555,15,17422,0.624609689
20999,58,397,15,18914,0.57529079
21000,112,117,13,15713,0.692462292
21001,29,14,14,18619,0.584332134
21002,22,4,25,13639,0.797550407
21003,18,224,16,17014,0.63933349
21004,24,58,15,12912,0.8424086120000001
21005,82,134,10,11297,0.9627759579999999
21006,92,18,13,18270,0.595281336
21007,16,76,16,16137,0.673957985
21008,34,100,10,13300,0.817684211
21009,15,14,8,14727,0.7382141640000001
21010,76,162,9,12270,0.8859674000000001
21011,88,139,9,15943,0.681790755
21012,39,179,6,16688,0.6512991370000001
21013,27,7,8,15510,0.700757576
21014,48,25,10,12344,0.880477155
21015,66,18,15,14490,0.75005245
21016,50,337,16,16469,0.659903455
21017,12,135,7,14686,0.74
21018,101,239,10,19514,0.55683253
21019,85,140,11,14760,0.736166667
21020,49,59,11,14291,0.760304387
21021,27,158,8,19469,0.558077456
21022,87,200,17,21074,0.515521496
21023,29,219,7,15414,0.704800182
21024,31,19,18,15402,0.7053369690000001
21025,22,41,28,12763,0.8511549009999999
21026,39,17,28,16063,0.6762703109999999
21027,61,20,14,23882,0.454793568
21028,13,91,14,15743,0.6898469159999999
21029,36,48,13,15439,0.703428979
21030,20,99,13,16689,0.650740608
21031,86,10,12,13773,0.788474552
21032,90,44,11,22089,0.49162162200000004
21033,12,11,13,17874,0.607539443
21034,38,168,8,14692,0.73910972
21035,57,127,14,17638,0.615653702
21036,60,410,6,11820,0.9186294420000001
21037,59,43,10,19670,0.552
21038,47,105,16,14881,0.729536993
21039,97,63,11,15548,0.698226138
21040,29,131,6,16506,0.657688719
21041,96,9,10,14966,0.7252205
21042,84,253,6,10996,0.987049836
21043,89,76,8,12699,0.854643673
21044,41,3,9,13601,0.797903095
21045,36,226,12,13008,0.834244311
21046,71,183,9,13125,0.826713905
21047,30,34,17,13597,0.798000294
21048,46,60,13,14793,0.733337389
21049,18,205,8,21375,0.50750269
21050,43,4,17,15561,0.6971132959999999
21051,41,198,9,14541,0.745999587
21052,72,429,22,11814,0.918181818
21053,95,132,16,16871,0.64292988
21054,51,31,19,14897,0.728124455
21055,88,103,13,17359,0.624852238
21056,12,12,4,13296,0.815723526
21057,17,123,2,15168,0.715
21058,33,344,16,13983,0.775573911
21059,62,192,10,12569,0.862785424
21060,100,4,8,13588,0.798079923
21061,22,165,12,13336,0.813081884
21062,67,287,3,11594,0.935219079
21063,31,81,5,9069,1.195549675
21064,22,24,14,11833,0.916252007
21065,72,65,12,14068,0.770683111
21066,39,5,16,15228,0.711973995
21067,34,106,16,12391,0.8748301190000001
21068,25,90,7,13725,0.789757377
21069,60,153,9,15835,0.684515946
21070,73,48,9,11573,0.9365886109999999
21071,24,295,10,11452,0.9464565140000001
21072,16,22,11,18874,0.574261948
21073,43,29,13,18838,0.5752877160000001
21074,69,45,10,13509,0.802188171
21075,17,38,16,20311,0.533510905
21076,91,17,11,15761,0.6874906409999999
21077,13,23,23,9844,1.100656237
21078,23,26,18,15447,0.701390561
21079,46,150,11,16972,0.638327834
21080,13,9,14,20239,0.535239389
21081,28,131,13,17305,0.625980352
21082,22,28,12,12587,0.8606109479999999
21083,98,313,5,10832,1.0
21084,25,21,14,18479,0.586137237
21085,33,284,17,11645,0.93008158
21086,22,306,10,17016,0.6364980020000001
21087,22,4,11,14034,0.771610375
21088,43,21,11,13675,0.791785009
21089,54,80,12,12219,0.885981668
21090,73,25,10,12306,0.8794661140000001
21091,37,229,9,13226,0.818279147
21092,15,139,21,13986,0.773809524
21093,67,118,5,11092,0.975567977
21094,27,360,10,15440,0.700822539
21095,48,7,13,14791,0.7315712259999999
21096,12,223,7,16254,0.665714286
21097,48,529,4,12920,0.8375
21098,48,135,12,16343,0.662006364
21099,92,422,9,14213,0.761183424
21100,83,203,2,7672,1.41
21101,30,7,11,14667,0.7374984659999999
21102,65,2,12,14983,0.7219368620000001
21103,40,5,14,16723,0.6467745020000001
21104,24,284,10,15273,0.70816539
21105,86,275,15,14313,0.75565989
21106,27,48,8,18612,0.5810998279999999
21107,59,45,12,16260,0.6651260760000001
21108,96,49,11,19876,0.544085832
21109,35,96,13,19968,0.541538462
21110,46,17,11,13822,0.782320938
21111,29,4,8,21682,0.498719675
21112,39,48,11,14189,0.762085418
21113,74,128,15,16198,0.66753735
21114,84,237,12,15911,0.679574508
21115,102,26,15,16502,0.655216943
21116,34,64,12,17111,0.631765531
21117,73,312,14,18021,0.599855724
21118,37,10,12,15009,0.7202205340000001
21119,26,425,4,7206,1.5
21120,20,14,14,19644,0.550208715
21121,110,146,15,15885,0.680401637
21122,17,202,14,15356,0.703825215
21123,23,21,11,18722,0.577272727
21124,17,8,7,13984,0.772831808
21125,24,231,7,13912,0.7768293559999999
21126,14,31,13,14643,0.7379888000000001
21127,92,285,8,10380,1.041050096
21128,22,359,7,14213,0.760272286
21129,24,15,12,17427,0.620056235
21130,19,17,16,19457,0.555306573
21131,23,211,9,18163,0.594857678
21132,63,271,3,16507,0.6545211120000001
21133,36,73,14,17356,0.622498271
21134,83,85,3,17135,0.630484972
21135,22,480,11,13196,0.818623068
21136,102,20,19,18647,0.579305518
21137,40,249,12,14384,0.750873192
21138,32,223,14,11857,0.910890613
21139,61,29,7,10534,1.02521929
21140,13,46,10,14882,0.7256161809999999
21141,95,232,8,15846,0.681452101
21142,27,21,13,16658,0.64821107
21143,59,370,14,12343,0.874734667
21144,12,112,7,17557,0.614916557
21145,43,171,21,13174,0.8194929409999999
21146,62,69,12,13815,0.781466522
21147,38,28,13,19243,0.5610310239999999
21148,92,17,13,12766,0.845661914
21149,29,317,9,19997,0.539858479
21150,108,14,14,18618,0.579837791
21151,56,41,9,11105,0.972069338
21152,113,9,10,17059,0.63276804
21153,93,52,7,13193,0.818171
21154,77,1,28,16549,0.6522194689999999
21155,96,46,8,15078,0.715815095
21156,17,34,14,13733,0.785889463
21157,60,1,6,13015,0.829235498
21158,14,65,24,14054,0.767875338
21159,22,131,17,15318,0.704501893
21160,36,3,13,14567,0.740822407
21161,96,70,10,14503,0.744081225
21162,97,84,9,20660,0.522270571
21163,35,83,15,23002,0.469070081
21164,77,262,10,16743,0.644409604
21165,63,412,8,11078,0.9739348259999999
21166,102,10,12,16984,0.635220796
21167,74,108,13,18867,0.571814279
21168,16,30,14,15704,0.6869842079999999
21169,18,71,6,11175,0.965397763
21170,70,118,12,15185,0.710392493
21171,77,390,12,14891,0.7243569940000001
21172,61,106,18,17048,0.6326835989999999
21173,35,17,13,17245,0.62543056
21174,79,29,14,14245,0.757135837
21175,18,190,10,13455,0.8015436640000001
21176,88,112,12,14374,0.750261583
21177,60,64,21,11815,0.9126703340000001
21178,44,612,9,17333,0.622119656
21179,68,117,8,13224,0.8154212040000001
21180,56,76,9,14141,0.762532353
21181,50,40,11,16222,0.664696092
21182,39,46,15,12762,0.8448879490000001
21183,69,18,17,13047,0.8264214
21184,25,148,9,13918,0.774673085
21185,39,7,9,14526,0.742222222
21186,37,30,3,12205,0.8833650140000001
21187,24,16,11,13371,0.8062755220000001
21188,35,4,13,16803,0.641562816
21189,67,20,18,14628,0.736946951
21190,52,93,9,17509,0.6156833629999999
21191,33,173,15,18371,0.5867944039999999
21192,44,125,13,14987,0.719274705
21193,15,37,8,15818,0.6814856490000001
21194,65,70,10,16764,0.642992723
21195,73,62,10,18548,0.5810723529999999
21196,24,22,9,10184,1.058212883
21197,25,214,6,12804,0.841666667
21198,50,169,16,12985,0.829796688
21199,14,427,5,12899,0.8352895570000001
21200,21,101,7,11588,0.9297851229999999
21201,21,345,12,15461,0.6968695429999999
21202,38,3,13,15394,0.6999006109999999
21203,76,26,15,11870,0.907676495
21204,49,73,10,14432,0.7464350059999999
21205,84,249,10,14623,0.736662791
21206,44,230,5,12772,0.843340119
21207,94,111,7,13933,0.773009402
21208,44,18,16,16181,0.665539831
21209,14,60,18,20809,0.517516459
21210,20,20,8,13510,0.7970414509999999
21211,21,3,13,21893,0.49183620299999997
21212,15,16,8,16196,0.6648295879999999
21213,101,33,12,12720,0.846474057
21214,24,4,12,15178,0.7093826590000001
21215,28,157,15,14514,0.741745212
21216,67,81,6,8135,1.323334972
21217,75,1,10,14572,0.738763382
21218,42,85,11,13551,0.794397461
21219,44,11,12,11605,0.927595002
21220,21,1,28,18509,0.581591118
21221,42,55,7,15060,0.714743028
21222,84,212,8,11896,0.904787323
21223,27,86,5,18305,0.588
21224,72,70,11,14369,0.749045863
21225,20,6,7,8346,1.2894680090000001
21226,61,9,11,17234,0.624382616
21227,13,45,6,14188,0.758429659
21228,66,66,11,16668,0.645574754
21229,14,22,8,16169,0.665441277
21230,71,181,11,16106,0.667990811
21231,60,119,8,14332,0.750634245
21232,87,207,10,14557,0.7390169679999999
21233,44,164,3,8043,1.3375021759999999
21234,28,4,16,15173,0.708987675
21235,46,211,14,18059,0.595683039
21236,75,59,11,12542,0.857686174
21237,17,54,11,22756,0.472706099
21238,102,34,14,19050,0.564629921
21239,101,58,12,13264,0.810924306
21240,107,3,17,19349,0.555880924
21241,95,118,9,13778,0.780625635
21242,36,513,5,8950,1.201675978
21243,16,480,3,9333,1.152255438
21244,57,23,9,18620,0.577465091
21245,74,46,15,17779,0.604759548
21246,36,44,10,13270,0.81024416
21247,56,113,14,19017,0.565375191
21248,99,59,9,14091,0.762989852
21249,39,173,12,15749,0.682663661
21250,41,62,13,20244,0.531065501
21251,57,84,16,14898,0.721507585
21252,15,397,4,13648,0.7875
21253,33,78,17,17233,0.623634887
21254,22,65,16,11406,0.942137472
21255,36,48,10,14342,0.749249059
21256,49,43,8,13488,0.796637752
21257,30,44,16,19008,0.565194655
21258,47,61,8,17960,0.598153675
21259,39,17,12,19405,0.55354084
21260,84,134,9,14252,0.7536577320000001
21261,39,414,3,11508,0.933333333
21262,71,72,15,16716,0.642545465
21263,28,208,11,14464,0.742538025
